acc,se,sp,auc
0.8360655737704918,0.813953488372093,0.8556701030927835,0.8490769599616399
fpr
0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.03488372093023256,0.03488372093023256,0.046511627906976744,0.046511627906976744,0.06976744186046512,0.06976744186046512,0.08139534883720931,0.08139534883720931,0.09302325581395349,0.09302325581395349,0.10465116279069768,0.10465116279069768,0.11627906976744186,0.11627906976744186,0.12790697674418605,0.12790697674418605,0.13953488372093023,0.13953488372093023,0.1511627906976744,0.1511627906976744,0.16279069767441862,0.16279069767441862,0.1744186046511628,0.1744186046511628,0.18604651162790697,0.18604651162790697,0.19767441860465115,0.19767441860465115,0.26744186046511625,0.26744186046511625,0.29069767441860467,0.29069767441860467,0.36046511627906974,0.36046511627906974,0.37209302325581395,0.37209302325581395,0.46511627906976744,0.46511627906976744,0.5,0.5,0.5348837209302325,0.5348837209302325,0.6046511627906976,0.6046511627906976,0.7790697674418605,0.7790697674418605,0.813953488372093,0.813953488372093,0.9651162790697675,0.9651162790697675,0.9767441860465116,0.9767441860465116,1.0
tpr
0.0,0.010309278350515464,0.2268041237113402,0.2268041237113402,0.24742268041237114,0.24742268041237114,0.27835051546391754,0.27835051546391754,0.36082474226804123,0.36082474226804123,0.3711340206185567,0.3711340206185567,0.41237113402061853,0.41237113402061853,0.4639175257731959,0.4639175257731959,0.5257731958762887,0.5257731958762887,0.5567010309278351,0.5567010309278351,0.5773195876288659,0.5773195876288659,0.5979381443298969,0.5979381443298969,0.6494845360824743,0.6494845360824743,0.711340206185567,0.711340206185567,0.7938144329896907,0.7938144329896907,0.8556701030927835,0.8556701030927835,0.865979381443299,0.865979381443299,0.8762886597938144,0.8762886597938144,0.8865979381443299,0.8865979381443299,0.8969072164948454,0.8969072164948454,0.9175257731958762,0.9175257731958762,0.9278350515463918,0.9278350515463918,0.9381443298969072,0.9381443298969072,0.9484536082474226,0.9484536082474226,0.9587628865979382,0.9587628865979382,0.9690721649484536,0.9690721649484536,0.979381443298969,0.979381443298969,0.9896907216494846,0.9896907216494846,1.0,1.0
train_acc
0.49931787175989084,0.5279672578444747,0.582537517053206,0.6016371077762619,0.6030013642564802,0.669849931787176,0.7107776261937244,0.5716234652114598,0.73806275579809,0.7530695770804912,0.5252387448840382,0.6684856753069577,0.7735334242837654,0.7994542974079127,0.8185538881309686,0.8294679399727148,0.8362892223738063,0.8321964529331515,0.8458390177353342,0.8540245566166439,0.8308321964529332,0.8608458390177354,0.8049113233287858,0.8540245566166439,0.849931787175989,0.8608458390177354,0.8526603001364257,0.8417462482946794,0.8308321964529332,0.8581173260572987,0.8663028649386084,0.8663028649386084,0.8512960436562074,0.8744884038199181,0.8608458390177354,0.8512960436562074,0.8663028649386084,0.869031377899045,0.8703956343792633,0.8676671214188267,0.8894952251023193,0.8799454297407913,0.8867667121418826,0.8567530695770805,0.8526603001364257,0.869031377899045,0.8826739427012278,0.869031377899045,0.8731241473396999,0.8854024556616644,0.8840381991814461,0.8935879945429741,0.8472032742155525,0.859481582537517,0.8826739427012278,0.8854024556616644,0.8963165075034106,0.8949522510231923,0.8540245566166439,0.9072305593451568,0.8935879945429741,0.8703956343792633,0.8854024556616644,0.9113233287858117,0.9072305593451568,0.8731241473396999,0.9017735334242838,0.8908594815825375,0.9085948158253752,0.8703956343792633,0.9113233287858117,0.9154160982264665,0.9167803547066848,0.9167803547066848,0.8813096862210096,0.869031377899045,0.9181446111869032,0.9236016371077762,0.8935879945429741,0.9113233287858117,0.9495225102319236,0.931787175989086,0.8335607094133697,0.9454297407912687,0.946793997271487,0.9454297407912687,0.9345156889495225,0.9522510231923602,0.9427012278308322,0.8963165075034106,0.878581173260573,0.9440654843110505,0.9631650750341064,0.9481582537517054,0.903137789904502,0.9345156889495225,0.9508867667121419,0.965893587994543,0.9427012278308322,0.91268758526603,0.937244201909959,0.9727148703956344,0.9590723055934516,0.9386084583901774,0.9481582537517054,0.9686221009549796,0.9809004092769441,0.9836289222373806,0.9740791268758526,0.897680763983629,0.922237380627558,0.9809004092769441,0.9809004092769441,0.9918144611186903,0.9863574351978172,0.984993178717599,0.9549795361527967,0.946793997271487,0.9781718963165075,0.9863574351978172,0.990450204638472,0.9931787175989086,0.9918144611186903,0.990450204638472,0.9986357435197817,0.975443383356071,0.9045020463847203,0.9645293315143247,0.9931787175989086,0.9931787175989086,0.9959072305593452,0.9931787175989086,0.9972714870395635,0.9959072305593452,0.9972714870395635,0.9945429740791268,0.9959072305593452,0.9986357435197817,0.9945429740791268,0.9945429740791268,0.9972714870395635,0.9972714870395635,0.9972714870395635,0.9972714870395635,0.9972714870395635,0.9972714870395635,0.9959072305593452,1.0,0.9986357435197817,0.9972714870395635,0.9986357435197817,0.9986357435197817,0.9972714870395635,0.9972714870395635,1.0,0.9986357435197817,0.9945429740791268,0.9986357435197817,0.9986357435197817,0.9972714870395635,0.9986357435197817,0.9972714870395635,0.9972714870395635,0.9972714870395635,1.0,0.9986357435197817,1.0,0.9986357435197817,0.9986357435197817,1.0,0.9986357435197817,0.9986357435197817,1.0,1.0,0.9986357435197817,1.0,0.9986357435197817,1.0,0.9986357435197817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986357435197817,0.9972714870395635,0.946793997271487,0.6562073669849932,0.7489768076398363,0.8908594815825375,0.903137789904502,0.9099590723055935,0.9345156889495225,0.9686221009549796,0.9549795361527967,0.9699863574351978,0.9768076398362893,0.9890859481582538,0.8840381991814461,0.9727148703956344,0.9836289222373806,0.990450204638472,0.9918144611186903,0.9945429740791268,1.0,0.9959072305593452,1.0,0.9986357435197817,0.9972714870395635,0.9972714870395635,0.9986357435197817,0.9918144611186903,0.9931787175989086,1.0,0.9972714870395635,0.9986357435197817,1.0,0.9959072305593452,0.9972714870395635,0.9972714870395635,1.0,1.0,1.0,1.0,1.0,0.9986357435197817,1.0,0.9972714870395635,1.0,1.0,1.0,1.0,0.9986357435197817,1.0,1.0,0.9972714870395635,1.0,1.0,1.0,0.9972714870395635,1.0,0.9986357435197817,0.9986357435197817,0.9986357435197817,0.9986357435197817,1.0,0.9986357435197817,1.0,1.0,1.0,1.0,1.0,0.9986357435197817,1.0,1.0,0.9972714870395635,0.9986357435197817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986357435197817,1.0,0.9986357435197817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train_loss
0.006353204360925484,0.002825039551983426,0.002797913339908907,0.0027602451559954094,0.0027129251667454657,0.0026556969014228937,0.0025315287981644823,0.002636095592790216,0.0023635313585705516,0.002221726541792387,0.002833721907695026,0.002332236968478922,0.0021028789459114025,0.0018905189808198896,0.0017421454963710103,0.0017508669650896185,0.001656476179541865,0.0017369121597701172,0.0016459892179923688,0.0015733836455039405,0.0016254976208831245,0.0015821802502276952,0.001796663132728691,0.0015462111239543878,0.001498264879354188,0.001488365263437997,0.0015028857843287157,0.0015755482373751527,0.0016290487322605648,0.001421106219454319,0.0014188817789902628,0.001415487648195004,0.001431912671657734,0.0013964131454165928,0.0014643348336707683,0.0014158785343170166,0.0013274779749111783,0.0013701092416235077,0.0013410580759972211,0.0013285058094404567,0.0012981768031725292,0.0012910746617336715,0.0013166666844044018,0.0014918728707431935,0.0015775645088206209,0.0013743318200599285,0.001267803601646163,0.0012381428097963008,0.0012048989900300155,0.0011939748328834731,0.0011807354865913339,0.0010821530836828733,0.0013236161956683024,0.0013728972834421863,0.0011554025774275297,0.0010901517139450428,0.0010831292215506018,0.001094478722483855,0.0013574585420210398,0.0010828371343963956,0.00101947879970155,0.0011734042779160067,0.0010328558546784468,0.0009134130051809314,0.0009959199012220313,0.001120943205093134,0.001023042271114469,0.000981319649970873,0.0009989892151638722,0.0012878134623068255,0.0008967653587765453,0.0008659777301395411,0.0008708695801023246,0.0008378323233631754,0.0010545115719713262,0.0012347823438345167,0.0008690650962384629,0.000814006240761459,0.0010030622331052002,0.0009437661013206388,0.0006420615384555937,0.0007499654206865318,0.0013343637547421424,0.000692736992731914,0.0006448572443094292,0.0006422521432132383,0.0006743353393848726,0.0005842952659966025,0.0006054930724356054,0.0009591877663769794,0.0011019486766232311,0.000640196240371116,0.0005338040433346331,0.0005911496578427323,0.0008503926808642171,0.0006762833257001223,0.0005701065754662757,0.0004655994769658431,0.0005675477940096211,0.0008074246845011171,0.0006869267799356624,0.0003948674866317239,0.0004509861439995031,0.0006514567307528174,0.0005392864915716372,0.00035338380753912674,0.00029112494170747055,0.00031096350000142073,0.00033533954319492045,0.000918592205639588,0.0006897155942565585,0.000301148025839911,0.00029616817161135916,0.00020018202159934935,0.00021152594730278318,0.00023494597834421862,0.00038976472323458,0.0005034661126331938,0.0003201135092428892,0.0002161833530070837,0.00018222147718295557,0.00016065060299545487,0.0001530124593683675,0.00015423620198465793,0.00012144576224509885,0.0002448464785721585,0.0009839564846449952,0.00040094480223415007,0.00015321329215701573,0.00016314466706239512,0.00011571565335476707,0.00013813648835373445,0.00013974020295709087,0.00010199854239353867,9.31961057862676e-05,0.0001026936902030591,9.199496648321373e-05,8.185099972993908e-05,9.254329567228788e-05,0.00011003205468840033,8.204939684958932e-05,7.780831520627335e-05,7.273878973348405e-05,6.223125777132351e-05,6.535586406760131e-05,7.016513887970704e-05,9.326449637320325e-05,6.14756603927274e-05,7.16820791221413e-05,7.207450008408597e-05,5.7432480349547215e-05,6.372837469205361e-05,5.092338428897389e-05,5.7862183437422224e-05,4.183423882007273e-05,5.708418921205389e-05,6.549332499260141e-05,5.500317178920704e-05,4.5948872777238225e-05,5.570548430268143e-05,4.6936390441200746e-05,5.791170108367119e-05,5.023876436329148e-05,5.573029204247593e-05,3.914356785654859e-05,4.394267371882358e-05,3.459201401447697e-05,5.283572369269102e-05,4.17086195409054e-05,3.145350585469282e-05,2.997869493549062e-05,3.391798931246402e-05,3.2750680016056414e-05,3.28163204696868e-05,4.1395686261894594e-05,2.3239584433837282e-05,4.049648288103763e-05,2.761761877701032e-05,3.2788394768639766e-05,3.0325528102104854e-05,3.2605434987709274e-05,2.7869148929520812e-05,1.9787814554543643e-05,2.3951841325157336e-05,3.459433406225493e-05,3.164901180856062e-05,2.9376491975410248e-05,3.5065282161613116e-05,5.599609506284719e-05,0.0005084181771109244,0.0038291799745650765,0.0023680353311041694,0.0011753659863101185,0.000983201993926648,0.0008923804735584441,0.0006721235638913809,0.0004923365003903273,0.000469005947467575,0.00039399132681413365,0.0003097307999169843,0.00024251344564178956,0.001016882175800745,0.00045068464451564774,0.00021717653674610966,0.0001826978111982671,0.00013535605212432138,0.00012233806837548338,8.46352667063678e-05,8.604360431798646e-05,6.164711903867097e-05,6.88001630372923e-05,7.261972782922474e-05,6.482972589411645e-05,5.472456530691982e-05,0.0001079232074920022,7.987535707296811e-05,6.450325794426514e-05,4.660666222705685e-05,3.905394108201114e-05,3.824548384156917e-05,7.678247037843012e-05,6.0895796468809226e-05,4.19140200030267e-05,2.823245430830231e-05,2.793947013671857e-05,3.1470415140483095e-05,3.851477709811023e-05,2.3526017900967988e-05,2.953591013243384e-05,2.3253578413150807e-05,3.5422072729342304e-05,2.5422032160168617e-05,1.9153811311982014e-05,2.0082522244643708e-05,1.968318497378374e-05,2.889292146934331e-05,1.7447852291990107e-05,2.4017318829101233e-05,2.5549792973032427e-05,1.821278926051167e-05,1.7207476093165708e-05,1.793946133161632e-05,2.4663060801904165e-05,1.5502305139786226e-05,2.3787433350151266e-05,3.6532251166858255e-05,3.2014678528412956e-05,2.4797256380360254e-05,2.5019354579556037e-05,1.9502335597759706e-05,1.5876589134579467e-05,1.4428136041858024e-05,1.4388212098106031e-05,1.483259717508195e-05,1.0747518415828356e-05,2.2407229176606844e-05,1.2546542671091073e-05,1.1869355538125578e-05,2.3533897931810778e-05,1.9496524678530506e-05,1.1810457961580437e-05,1.696999233068662e-05,1.0139738002443867e-05,1.2048219183223553e-05,8.024359795316993e-06,6.893778341793103e-06,7.726338477284326e-06,1.0479231445070504e-05,1.0405683961136604e-05,1.087167210073946e-05,1.5605409727476303e-05,6.495247401886634e-06,1.4873791364050822e-05,7.787242907863034e-06,9.421026969447956e-06,1.1426983985638228e-05,1.0396046424221048e-05,1.3606805140902206e-05,1.0531447131547563e-05,1.0624219819720413e-05,1.1744759379699318e-05,1.3040607391080297e-05,1.423469507027453e-05,1.458302940690501e-05,8.036124572096872e-06,7.72011113107855e-06,6.8629009644075275e-06,8.832258941023769e-06,6.521315540035864e-06,4.905009341119988e-06,9.253257085120695e-06,7.31391901478151e-06,5.159901879412741e-06,5.947952450978561e-06,5.193708539466497e-06,6.990142593523653e-06,8.661110630058168e-06,9.923242985450067e-06,9.01557860888368e-06,4.20441145222192e-06
test_acc
