acc,se,sp,auc
0.8633879781420765,0.7954545454545454,0.9263157894736842,0.9019138755980861
fpr
0.0,0.0,0.0,0.011363636363636364,0.011363636363636364,0.022727272727272728,0.022727272727272728,0.03409090909090909,0.03409090909090909,0.06818181818181818,0.06818181818181818,0.07954545454545454,0.07954545454545454,0.09090909090909091,0.09090909090909091,0.11363636363636363,0.11363636363636363,0.13636363636363635,0.13636363636363635,0.14772727272727273,0.14772727272727273,0.1590909090909091,0.1590909090909091,0.17045454545454544,0.17045454545454544,0.18181818181818182,0.18181818181818182,0.19318181818181818,0.19318181818181818,0.2840909090909091,0.2840909090909091,0.4659090909090909,0.4659090909090909,0.6477272727272727,0.6477272727272727,0.7159090909090909,0.7159090909090909,0.9886363636363636,0.9886363636363636,1.0,1.0
tpr
0.0,0.010526315789473684,0.09473684210526316,0.09473684210526316,0.5473684210526316,0.5473684210526316,0.5578947368421052,0.5578947368421052,0.6,0.6,0.6526315789473685,0.6526315789473685,0.6631578947368421,0.6631578947368421,0.7157894736842105,0.7157894736842105,0.7684210526315789,0.7684210526315789,0.7789473684210526,0.7789473684210526,0.8105263157894737,0.8105263157894737,0.8421052631578947,0.8421052631578947,0.8947368421052632,0.8947368421052632,0.9052631578947369,0.9052631578947369,0.9263157894736842,0.9263157894736842,0.9368421052631579,0.9368421052631579,0.9473684210526315,0.9473684210526315,0.968421052631579,0.968421052631579,0.9789473684210527,0.9789473684210527,0.9894736842105263,0.9894736842105263,1.0
train_acc
0.5757162346521146,0.5784447476125512,0.6030013642564802,0.6343792633015006,0.6439290586630286,0.6957708049113234,0.7394270122783083,0.7285129604365621,0.7557980900409277,0.7312414733969986,0.7339699863574352,0.7216916780354706,0.7162346521145976,0.7435197817189632,0.7366984993178718,0.7244201909959073,0.7503410641200545,0.7407912687585266,0.7544338335607094,0.7503410641200545,0.7312414733969986,0.762619372442019,0.757162346521146,0.7694406548431105,0.7025920873124147,0.7612551159618008,0.7776261937244202,0.7776261937244202,0.7939972714870396,0.8021828103683493,0.8049113233287858,0.7871759890859482,0.8062755798090041,0.8171896316507503,0.7994542974079127,0.7871759890859482,0.7994542974079127,0.8240109140518418,0.8158253751705321,0.7858117326057299,0.8240109140518418,0.8226466575716235,0.8117326057298773,0.810368349249659,0.781718963165075,0.8267394270122783,0.8308321964529332,0.8281036834924966,0.8158253751705321,0.8294679399727148,0.8240109140518418,0.8076398362892224,0.8212824010914052,0.8390177353342428,0.8362892223738063,0.8417462482946794,0.8431105047748977,0.8362892223738063,0.8485675306957708,0.8362892223738063,0.8281036834924966,0.8417462482946794,0.8431105047748977,0.8362892223738063,0.8417462482946794,0.8362892223738063,0.8144611186903138,0.8362892223738063,0.8321964529331515,0.8567530695770805,0.8472032742155525,0.8431105047748977,0.8526603001364257,0.8308321964529332,0.8485675306957708,0.8458390177353342,0.8512960436562074,0.8553888130968622,0.8540245566166439,0.8540245566166439,0.8417462482946794,0.8526603001364257,0.8553888130968622,0.8267394270122783,0.8267394270122783,0.8540245566166439,0.8485675306957708,0.8335607094133697,0.8417462482946794,0.8567530695770805,0.8540245566166439,0.8485675306957708,0.8376534788540245,0.8362892223738063,0.8608458390177354,0.8376534788540245,0.8608458390177354,0.8512960436562074,0.8553888130968622,0.844474761255116,0.8540245566166439,0.8540245566166439,0.8076398362892224,0.8512960436562074,0.8417462482946794,0.8731241473396999,0.8649386084583902,0.8567530695770805,0.8540245566166439,0.849931787175989,0.8622100954979536,0.8567530695770805,0.8676671214188267,0.8649386084583902,0.844474761255116,0.7967257844474761,0.8608458390177354,0.8458390177353342,0.8635743519781719,0.869031377899045,0.8731241473396999,0.8512960436562074,0.8622100954979536,0.8731241473396999,0.8553888130968622,0.8485675306957708,0.8540245566166439,0.8663028649386084,0.8390177353342428,0.8717598908594816,0.8567530695770805,0.8567530695770805,0.8390177353342428,0.8553888130968622,0.8635743519781719,0.8744884038199181,0.8717598908594816,0.8894952251023193,0.8553888130968622,0.844474761255116,0.869031377899045,0.8799454297407913,0.8676671214188267,0.8758526603001364,0.8649386084583902,0.8622100954979536,0.8949522510231923,0.8813096862210096,0.8908594815825375,0.8813096862210096,0.8922237380627558,0.8567530695770805,0.7680763983628922,0.8512960436562074,0.8854024556616644,0.8826739427012278,0.8867667121418826,0.8894952251023193,0.8908594815825375,0.8894952251023193,0.8854024556616644,0.8540245566166439,0.897680763983629,0.8894952251023193,0.8990450204638472,0.8608458390177354,0.8581173260572987,0.8922237380627558,0.8949522510231923,0.8840381991814461,0.9004092769440655,0.897680763983629,0.8240109140518418,0.8553888130968622,0.8894952251023193,0.8963165075034106,0.888130968622101,0.8990450204638472,0.9045020463847203,0.8813096862210096,0.8130968622100955,0.8867667121418826,0.8963165075034106,0.9045020463847203,0.8990450204638472,0.8267394270122783,0.8635743519781719,0.8990450204638472,0.903137789904502,0.878581173260573,0.903137789904502,0.9058663028649386,0.8649386084583902,0.8799454297407913,0.9004092769440655,0.9113233287858117,0.9099590723055935,0.9058663028649386,0.869031377899045,0.9017735334242838,0.9140518417462483,0.9167803547066848,0.9154160982264665,0.8744884038199181,0.888130968622101,0.9017735334242838,0.8894952251023193,0.8526603001364257,0.9140518417462483,0.9181446111869032,0.9195088676671214,0.9263301500682128,0.9058663028649386,0.7871759890859482,0.897680763983629,0.9181446111869032,0.9181446111869032,0.9140518417462483,0.9304229195088677,0.937244201909959,0.9017735334242838,0.878581173260573,0.9045020463847203,0.937244201909959,0.937244201909959,0.9304229195088677,0.8294679399727148,0.8990450204638472,0.927694406548431,0.9304229195088677,0.9236016371077762,0.9249658935879945,0.8581173260572987,0.8949522510231923,0.931787175989086,0.937244201909959,0.8990450204638472,0.9358799454297408,0.9386084583901774,0.9358799454297408,0.9495225102319236,0.7694406548431105,0.8731241473396999,0.91268758526603,0.9154160982264665,0.9249658935879945,0.9331514324693042,0.931787175989086,0.9427012278308322,0.8553888130968622,0.9399727148703957,0.9481582537517054,0.9263301500682128,0.9304229195088677,0.9495225102319236,0.9577080491132333,0.9495225102319236,0.9399727148703957,0.9427012278308322,0.9427012278308322,0.9440654843110505,0.9072305593451568,0.9208731241473397,0.9440654843110505,0.946793997271487,0.9604365620736699,0.956343792633015,0.8703956343792633,0.9358799454297408,0.9618008185538881,0.9672578444747613,0.927694406548431,0.9304229195088677,0.9686221009549796,0.9631650750341064,0.9645293315143247,0.9154160982264665,0.9440654843110505,0.9440654843110505,0.937244201909959,0.9549795361527967,0.9577080491132333,0.9781718963165075,0.9618008185538881,0.9508867667121419,0.9781718963165075,0.9522510231923602,0.9195088676671214,0.9577080491132333,0.9631650750341064,0.9740791268758526,0.984993178717599,0.9454297407912687,0.9618008185538881,0.9822646657571623,0.9727148703956344,0.9672578444747613,0.9167803547066848,0.931787175989086,0.9577080491132333
train_loss
0.002814844474298079,0.0028102533716459393,0.0027871696230171487,0.0027777767278975712,0.0027649800253760114,0.002743826800446556,0.002707508299880919,0.0026807475220132493,0.0026481415044724696,0.0026088647269942424,0.002555815292087779,0.0025225106072783634,0.0024496033116870168,0.0023913442031423195,0.002350215778506957,0.0022838314103234515,0.0022247923184872324,0.002260871505997516,0.00218183777992592,0.002166305443762432,0.002186732516607516,0.0020821752766144717,0.002099881393359758,0.0020382824324650783,0.0023267452095572976,0.002112618003340405,0.0020120487450577553,0.00193677690149492,0.00196471180141704,0.0018771996195612304,0.001880109635414238,0.001988412413395443,0.0018551103252343233,0.0018393897424778542,0.0018430975091733841,0.002029742583083586,0.0018558038695935175,0.0018059748337994168,0.001779435804726157,0.0019797257885926416,0.0017799946084354292,0.0017595528987062255,0.0017990420736362306,0.0018537780841733716,0.0019347805931330703,0.0017578159884573817,0.0017127281646936684,0.0017521627765723173,0.0017525778135531272,0.001700856025352322,0.0017429589818639612,0.001814905487986899,0.001747084265678999,0.001643516885632545,0.0016790233643936428,0.0016971105280221728,0.0016756705827960213,0.0016705480392763105,0.001608813443255457,0.0016581697483505104,0.0016924652282407793,0.001592777232356156,0.0016264273069727794,0.0016773286165026656,0.0016348916544270222,0.0016682584646779226,0.0017401508143296183,0.0016403712159452138,0.0016149841503101676,0.0015845624844341617,0.0016114857317155575,0.0015791787131909296,0.0015588930082516324,0.0016367390324929564,0.001577054291435023,0.0015625837798983794,0.0015583785217748332,0.0015660883785107288,0.0015486386918436132,0.00154389731718118,0.001535812105683643,0.001576289514239781,0.0015561302963740828,0.0016183206687032119,0.001582503684708724,0.0015145599598123465,0.0015215856641896913,0.0015964046994790862,0.0016253122203509446,0.0015300866038542326,0.0014763118300236263,0.001540467569967897,0.0015839469627989264,0.0014840844220711785,0.0014833810791312265,0.001510854998519606,0.001436608143425248,0.0014929254660014403,0.0014848828640998955,0.0016005011974220224,0.0014691376832465033,0.0014532826851042036,0.001731625195252131,0.0014985509084646893,0.0014995968764670712,0.0014033351312067466,0.001401443923804477,0.0014491021063936034,0.001462525145581442,0.001502459647710782,0.0014015778919521816,0.001439362520410452,0.0013560948316592312,0.001386256082971945,0.0015179219707785654,0.0018002156264785205,0.0014227376221634682,0.001422563036662332,0.0013695416964417753,0.001353682957762423,0.001325639013053613,0.001443853888960522,0.0013658046966360177,0.0013382342551284728,0.0014331747369909352,0.001442540879138983,0.0014230612192765427,0.0013076518681332326,0.0014381524160158748,0.0013081796091217624,0.0013528257242491593,0.0013812876333156028,0.0014413502092738757,0.0014397585700999178,0.0013501755537472838,0.001273938814256884,0.0012865514986186528,0.001241878955783818,0.001518924597340749,0.0015061411493309197,0.0013091204761645641,0.001239110714416712,0.0012532310385007974,0.0012367372623407174,0.0013510892612384417,0.0013766716073024484,0.0012218372802292015,0.0011971086710894743,0.0012012623951835164,0.0012320004007175544,0.0011862494854452178,0.0013496624496428735,0.0019608925911121446,0.0014597556844739928,0.0012214517609646994,0.0011568749666539253,0.0012139260240336231,0.0012358605129819612,0.0011458511567213362,0.0011497024868552714,0.0012167535244524072,0.001291631920438509,0.0011195124903284673,0.0011285626790695918,0.0011167861267131478,0.0012596156066956982,0.0013048279252904499,0.001147170834456752,0.0011122122630578596,0.001193627125569613,0.001069934822690113,0.001035327292562019,0.0016341696088018067,0.001325964846357317,0.0011326443165093458,0.001101134418628063,0.0010462235989707228,0.0010132735943241301,0.0009881622509936845,0.0011450882904526318,0.0016705245389456963,0.0011369351597469793,0.0010863677744650743,0.0010221263680906933,0.0010252362587279545,0.0015199982941069348,0.0013492767677463257,0.001034137618818192,0.0009990304423874755,0.001151539171864196,0.00100049124408061,0.0009716948212250194,0.001200716459734866,0.0012151530624899662,0.00103280861006915,0.0009488775452032259,0.000951566137525915,0.000961486407711919,0.0012566977438464822,0.001028734209755433,0.0009344638938955851,0.0008790835758511074,0.000950569304730362,0.0012403831068848199,0.0010702528903136312,0.0008991155747990003,0.0010288525855557493,0.0013661364863383982,0.0008980917654128549,0.0008436729483519862,0.0008083803104020727,0.0007608111078709893,0.0009551753898597187,0.002051077305376123,0.0010055104349352328,0.0008793169121787786,0.0008889942507464109,0.0008453202076855981,0.0007987361284427721,0.0007542707585052449,0.0009572672445484593,0.001157936425358667,0.0008872870818329378,0.0007573878659395372,0.0007265997494063956,0.0007513173198960163,0.0015833772627425876,0.000979908532367722,0.0007633605074915034,0.0007324175042637699,0.0007347379382928429,0.0007190391888885185,0.0014230443462017938,0.0010657477793556932,0.0007672946783237536,0.000703258127340028,0.0008936331672200077,0.0007203962110074448,0.0006576752312999793,0.0006337273982829969,0.0005920026019357886,0.0021578998064767127,0.001221684690712256,0.0009326093803486427,0.0008177487293987612,0.0008097041759126671,0.0006801960900893478,0.0006781669503832579,0.000659425050467456,0.0012241601130809497,0.0006693409702462356,0.0006481415984737922,0.0007387716602661111,0.0006991265212042108,0.0005392792442810975,0.0005411280047194206,0.0005483730590685003,0.0005892965571616877,0.000703445926694883,0.0006296088840268643,0.0005761308831862831,0.0008327490961405297,0.0007806526850222891,0.0005935014696921365,0.0006417996805328952,0.00047418612371850634,0.0005423450717984573,0.0011635607293975956,0.0006805075711150124,0.00047500718176608846,0.00043142476153406245,0.0007334900829346411,0.0006758647311433113,0.0004291392730658246,0.00041235600169976767,0.00047868941523043226,0.0007633141167004469,0.0005989890814965939,0.0005140984367381014,0.0006389176577207661,0.00047363964955120426,0.000455773299582821,0.0003656097986363129,0.0004577989731934354,0.0005502561856909956,0.0003548621480819473,0.0005020302851235882,0.0007366367894012639,0.0005132379302549167,0.000413927098413444,0.00031163489590888135,0.0002731046198497528,0.0006378784999353011,0.0004903913093133643,0.00031322816648554836,0.000333154896759564,0.0003932804621420648,0.0008215130717172142,0.0008022653251520445,0.000451635615074293
test_acc
