epoch,acc,se,sp,auc
19,0.8478260869565217,0.8260869565217391,0.8608695652173913,0.9014492753623188
epoch,acc,se,sp,auc
30,0.8369565217391305,0.8260869565217391,0.8434782608695652,0.9116572148708254
epoch,acc,se,sp,auc
31,0.8369565217391305,0.8405797101449275,0.8347826086956521,0.9125393824826716
epoch,acc,se,sp,auc
48,0.8478260869565217,0.8840579710144928,0.8260869565217391,0.9238815374921235
epoch,acc,se,sp,auc
50,0.8586956521739131,0.8840579710144928,0.8434782608695652,0.9242596093257719
epoch,acc,se,sp,auc
59,0.8369565217391305,0.8405797101449275,0.8347826086956521,0.911783238815375
epoch,acc,se,sp,auc
62,0.8369565217391305,0.855072463768116,0.8260869565217391,0.9242596093257719
epoch,acc,se,sp,auc
63,0.8586956521739131,0.8405797101449275,0.8695652173913043,0.9091367359798361
epoch,acc,se,sp,auc
80,0.8641304347826086,0.8260869565217391,0.8869565217391304,0.909640831758034
epoch,acc,se,sp,auc
88,0.8478260869565217,0.8260869565217391,0.8608695652173913,0.9143037177063642
epoch,acc,se,sp,auc
94,0.8532608695652174,0.8695652173913043,0.8434782608695652,0.920730938878387
epoch,acc,se,sp,auc
96,0.875,0.8260869565217391,0.9043478260869565,0.9151858853182104
epoch,acc,se,sp,auc
144,0.8586956521739131,0.8260869565217391,0.8782608695652174,0.9101449275362319
epoch,acc,se,sp,auc
153,0.8586956521739131,0.8840579710144928,0.8434782608695652,0.9034656584751102
