epoch,acc,se,sp,auc
29,0.8532608695652174,0.7971014492753623,0.8869565217391304,0.9064902331442976
epoch,acc,se,sp,auc
36,0.8478260869565217,0.782608695652174,0.8869565217391304,0.8994328922495275
epoch,acc,se,sp,auc
41,0.8315217391304348,0.855072463768116,0.8173913043478261,0.9301827347195967
epoch,acc,se,sp,auc
42,0.8586956521739131,0.8115942028985508,0.8869565217391304,0.911531190926276
epoch,acc,se,sp,auc
43,0.842391304347826,0.8260869565217391,0.8521739130434782,0.9235034656584751
epoch,acc,se,sp,auc
46,0.8586956521739131,0.8405797101449275,0.8695652173913043,0.9235034656584752
epoch,acc,se,sp,auc
47,0.8478260869565217,0.7971014492753623,0.8782608695652174,0.9154379332073094
epoch,acc,se,sp,auc
51,0.875,0.8115942028985508,0.9130434782608695,0.909892879647133
epoch,acc,se,sp,auc
52,0.8641304347826086,0.7971014492753623,0.9043478260869565,0.9114051669817265
epoch,acc,se,sp,auc
55,0.8532608695652174,0.8260869565217391,0.8695652173913043,0.9129174543163201
epoch,acc,se,sp,auc
56,0.8532608695652174,0.7971014492753623,0.8869565217391304,0.9170762444864524
epoch,acc,se,sp,auc
60,0.8532608695652174,0.8115942028985508,0.8782608695652174,0.9311909262759924
epoch,acc,se,sp,auc
64,0.8532608695652174,0.8115942028985508,0.8782608695652174,0.9237555135475741
epoch,acc,se,sp,auc
65,0.8695652173913043,0.7971014492753623,0.9130434782608695,0.9190926275992439
epoch,acc,se,sp,auc
68,0.8641304347826086,0.8260869565217391,0.8869565217391304,0.9245116572148707
epoch,acc,se,sp,auc
69,0.8641304347826086,0.7971014492753623,0.9043478260869565,0.9114051669817266
epoch,acc,se,sp,auc
72,0.8478260869565217,0.782608695652174,0.8869565217391304,0.9141776937618147
epoch,acc,se,sp,auc
73,0.8478260869565217,0.7971014492753623,0.8782608695652174,0.9166981726528041
epoch,acc,se,sp,auc
74,0.8641304347826086,0.8405797101449275,0.8782608695652174,0.9056080655324512
epoch,acc,se,sp,auc
77,0.8478260869565217,0.8115942028985508,0.8695652173913043,0.9149338374291116
epoch,acc,se,sp,auc
79,0.8586956521739131,0.8260869565217391,0.8782608695652174,0.9008191556395716
epoch,acc,se,sp,auc
85,0.8532608695652174,0.7971014492753623,0.8869565217391304,0.9107750472589792
epoch,acc,se,sp,auc
87,0.8641304347826086,0.782608695652174,0.9130434782608695,0.9134215500945181
epoch,acc,se,sp,auc
90,0.842391304347826,0.8260869565217391,0.8521739130434782,0.9122873345935727
epoch,acc,se,sp,auc
92,0.8478260869565217,0.8115942028985508,0.8695652173913043,0.9143037177063642
epoch,acc,se,sp,auc
93,0.8641304347826086,0.782608695652174,0.9130434782608695,0.9184625078764965
epoch,acc,se,sp,auc
102,0.8641304347826086,0.8695652173913043,0.8608695652173913,0.9296786389413989
epoch,acc,se,sp,auc
105,0.8532608695652174,0.7971014492753623,0.8869565217391304,0.9106490233144298
epoch,acc,se,sp,auc
109,0.8478260869565217,0.8115942028985508,0.8695652173913043,0.91531190926276
epoch,acc,se,sp,auc
110,0.8641304347826086,0.8115942028985508,0.8956521739130435,0.9184625078764965
epoch,acc,se,sp,auc
117,0.8478260869565217,0.782608695652174,0.8869565217391304,0.9038437303087586
epoch,acc,se,sp,auc
118,0.8532608695652174,0.7971014492753623,0.8869565217391304,0.9122873345935728
epoch,acc,se,sp,auc
119,0.8478260869565217,0.8405797101449275,0.8521739130434782,0.9126654064272212
epoch,acc,se,sp,auc
124,0.8315217391304348,0.782608695652174,0.8608695652173913,0.9090107120352867
epoch,acc,se,sp,auc
125,0.8260869565217391,0.8115942028985508,0.8347826086956521,0.9030875866414619
epoch,acc,se,sp,auc
126,0.842391304347826,0.8405797101449275,0.8434782608695652,0.8972904851921865
epoch,acc,se,sp,auc
128,0.8260869565217391,0.8405797101449275,0.8173913043478261,0.9206049149338374
epoch,acc,se,sp,auc
132,0.8315217391304348,0.8115942028985508,0.8434782608695652,0.9092627599243857
epoch,acc,se,sp,auc
134,0.8641304347826086,0.7971014492753623,0.9043478260869565,0.9121613106490233
epoch,acc,se,sp,auc
136,0.8586956521739131,0.8405797101449275,0.8695652173913043,0.9072463768115943
epoch,acc,se,sp,auc
139,0.8532608695652174,0.8405797101449275,0.8608695652173913,0.9091367359798361
epoch,acc,se,sp,auc
140,0.8695652173913043,0.782608695652174,0.9217391304347826,0.9023314429741651
epoch,acc,se,sp,auc
144,0.842391304347826,0.8405797101449275,0.8434782608695652,0.9226212980466288
epoch,acc,se,sp,auc
150,0.8260869565217391,0.8115942028985508,0.8347826086956521,0.9011972274732198
