epoch,acc,se,sp,auc
49,0.8415300546448088,0.7837837837837838,0.8807339449541285,0.8611455492189437
epoch,acc,se,sp,auc
50,0.825136612021858,0.7702702702702703,0.8623853211009175,0.8594098685841804
epoch,acc,se,sp,auc
61,0.8360655737704918,0.8243243243243243,0.8440366972477065,0.8736672452268782
epoch,acc,se,sp,auc
71,0.825136612021858,0.8243243243243243,0.8256880733944955,0.8694520208281675
epoch,acc,se,sp,auc
72,0.8415300546448088,0.8243243243243243,0.8532110091743119,0.8819737168361022
epoch,acc,se,sp,auc
51,0.825136612021858,0.7702702702702703,0.8623853211009175,0.8637490701710885
epoch,acc,se,sp,auc
129,0.8306010928961749,0.8108108108108109,0.8440366972477065,0.8906521200099181
epoch,acc,se,sp,auc
44,0.825136612021858,0.8513513513513513,0.8073394495412844,0.8633771386064963
epoch,acc,se,sp,auc
52,0.8306010928961749,0.7837837837837838,0.8623853211009175,0.8639970245474833
epoch,acc,se,sp,auc
57,0.825136612021858,0.7837837837837838,0.8532110091743119,0.8601537317133647
epoch,acc,se,sp,auc
69,0.825136612021858,0.8243243243243243,0.8256880733944955,0.8789982643193652
epoch,acc,se,sp,auc
71,0.825136612021858,0.7837837837837838,0.8532110091743119,0.8688321348871807
epoch,acc,se,sp,auc
73,0.825136612021858,0.7702702702702703,0.8623853211009175,0.8616414579717332
epoch,acc,se,sp,auc
75,0.825136612021858,0.8108108108108109,0.8348623853211009,0.8745350855442598
epoch,acc,se,sp,auc
76,0.825136612021858,0.8243243243243243,0.8256880733944955,0.8703198611455493
epoch,acc,se,sp,auc
78,0.8306010928961749,0.8108108108108109,0.8440366972477065,0.8736672452268782
epoch,acc,se,sp,auc
80,0.825136612021858,0.8243243243243243,0.8256880733944955,0.8780064468137864
epoch,acc,se,sp,auc
85,0.8415300546448088,0.7837837837837838,0.8807339449541285,0.8724274733449046
epoch,acc,se,sp,auc
88,0.8415300546448088,0.8108108108108109,0.8623853211009175,0.8868088271757997
epoch,acc,se,sp,auc
95,0.8524590163934426,0.7702702702702703,0.908256880733945,0.8765187205554178
epoch,acc,se,sp,auc
97,0.8360655737704918,0.8108108108108109,0.8532110091743119,0.8696999752045623
epoch,acc,se,sp,auc
98,0.8306010928961749,0.8378378378378378,0.8256880733944955,0.8860649640466154
epoch,acc,se,sp,auc
120,0.8306010928961749,0.7972972972972973,0.8532110091743119,0.8847012149764443
epoch,acc,se,sp,auc
140,0.8306010928961749,0.8108108108108109,0.8440366972477065,0.8849491693528392
epoch,acc,se,sp,auc
44,0.825136612021858,0.7972972972972973,0.8440366972477065,0.8700719067691545
epoch,acc,se,sp,auc
54,0.825136612021858,0.7972972972972973,0.8440366972477065,0.8560624845028515
epoch,acc,se,sp,auc
56,0.8306010928961749,0.8108108108108109,0.8440366972477065,0.8528390776097198
epoch,acc,se,sp,auc
64,0.825136612021858,0.8513513513513513,0.8073394495412844,0.8732953136622862
epoch,acc,se,sp,auc
67,0.8415300546448088,0.8513513513513513,0.8348623853211009,0.8824696255888916
epoch,acc,se,sp,auc
72,0.8360655737704918,0.7837837837837838,0.8715596330275229,0.8736672452268782
epoch,acc,se,sp,auc
76,0.8360655737704918,0.7837837837837838,0.8715596330275229,0.87453508554426
epoch,acc,se,sp,auc
80,0.8306010928961749,0.8108108108108109,0.8440366972477065,0.8763947433672206
epoch,acc,se,sp,auc
104,0.8306010928961749,0.8378378378378378,0.8256880733944955,0.8731713364740887
epoch,acc,se,sp,auc
145,0.825136612021858,0.8378378378378378,0.8165137614678899,0.8855690552938259
